text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
40.000전자가자.추가매수,40000전자가자추가매수,40.000전자가자.추가매수,2025-03-11T09:47:08+09:00,0.07,0.0747,0.8553,2
금투세 아웃!!!!,금투세 아웃,금투세 아웃!!!!,2024-10-04T08:45:41+09:00,0.1311,0.7224,0.1464,1
이거면 되었다…,이거면 되었다,이거면 되었다,2024-04-04T09:21:24+09:00,0.024,0.9329,0.0431,1
지금 사야함,지금 사야함,지금 사야함,2024-02-15T12:06:34+09:00,0.085,0.8445,0.0705,1
"외국인기관 둘이 합쳐 300만주 이상 던졌는데 이걸 개미가 다 주어담네? 
이게 얼마까지 떨어 질줄알고요 
다들 겁 안나세요? 안정권 되려면  외국인이 최소 3거래일 이상 들어와 사주면 그때 천천히 들어가도 늦지않을듯해요",외국인기관 둘이 합쳐 300만주 이상 던졌는데 이걸 개미가 다 주어담네 이게 얼마까지 떨어 질줄알고요 다들 겁 안나세요 안정권 되려면 외국인이 최소 3거래일 이상 들어와 사주면 그때 천천히 들어가도 늦지않을듯해요,외국인기관 둘이 합쳐 300만주 이상 던졌는데 이걸 개미가 다 주어담네? 이게 얼마까지 떨어 질줄알고요 다들 겁 안나세요? 안정권 되려면 외국인이 최소 3거래일 이상 들어와 사주면 그때 천천히 들어가도 늦지않을듯해요,2024-10-18T17:06:54+09:00,0.2783,0.3882,0.3335,1
"300원 마이너스... 그렇지만
올 가을까지 들고 갈꺼예요
우리 꼭 법시다 ㅜㅜ",300원 마이너스 그렇지만 올 가을까지 들고 갈꺼예요 우리 꼭 법시다,300원 마이너스... 그렇지만 올 가을까지 들고 갈꺼예요 우리 꼭 법시다 ㅜㅜ,2025-03-21T17:35:23+09:00,0.0976,0.6573,0.245,1
다시는 국장 쳐다도 안볼게,다시는 국장 쳐다도 안볼게,다시는 국장 쳐다도 안볼게,2024-11-06T12:37:15+09:00,0.1212,0.813,0.0657,1
트럼프 통수에 국장 미장 쓰나미네 😱,트럼프 통수에 국장 미장 쓰나미네,트럼프 통수에 국장 미장 쓰나미네,2025-02-03T14:13:19+09:00,0.1297,0.7602,0.1101,1
5.3은 지지해야한다 지지해야한다 지지해야해,53은 지지해야한다 지지해야한다 지지해야해,5.3은 지지해야한다 지지해야한다 지지해야해,2024-11-12T15:02:11+09:00,0.094,0.6658,0.2401,1
"이거 사 ? 말어 ? 이거 사 ? 말어 ? 
산다 ? 말어 ? 산다 ? 말어 ?",이거 사 말어 이거 사 말어 산다 말어 산다 말어,이거 사 ? 말어 ? 이거 사 ? 말어 ? 산다 ? 말어 ? 산다 ? 말어 ?,2024-10-07T10:31:06+09:00,0.0802,0.8821,0.0377,1
꼬라지 보니 오늘도 파란색 종가다,꼬라지 보니 오늘도 파란색 종가다,꼬라지 보니 오늘도 파란색 종가다,2024-05-16T09:49:47+09:00,0.116,0.7541,0.13,1
"오잉 56까지 ??
하닉은 쳐박고 있능데 
진짜 이유가 모지??
유리기판 직접 진출??
아님 레인보우로보틱스 인수 했나??",오잉 56까지 하닉은 쳐박고 있능데 진짜 이유가 모지 유리기판 직접 진출 아님 레인보우로보틱스 인수 했나,오잉 56까지 ?? 하닉은 쳐박고 있능데 진짜 이유가 모지?? 유리기판 직접 진출?? 아님 레인보우로보틱스 인수 했나??,2025-02-10T15:04:56+09:00,0.3054,0.5496,0.145,1
이러다 상처줬음 얼마나 좋을까,이러다 상처줬음 얼마나 좋을까,이러다 상처줬음 얼마나 좋을까,2024-06-17T14:57:34+09:00,0.0742,0.8975,0.0283,1
아이쿠! 좀 침착할것을...,아이쿠 좀 침착할것을,아이쿠! 좀 침착할것을...,2024-10-22T15:45:53+09:00,0.0312,0.9434,0.0253,1
"57100에 2천만원 질렀는데 괜찮겠지
그래도 삼전인데..",57100에 2천만원 질렀는데 괜찮겠지 그래도 삼전인데,57100에 2천만원 질렀는데 괜찮겠지 그래도 삼전인데..,2024-11-20T09:46:42+09:00,0.0396,0.9215,0.0389,1
"나라망하고 있는징조
정부는 개판",나라망하고 있는징조 정부는 개판,나라망하고 있는징조 정부는 개판,2024-03-11T09:06:56+09:00,0.2687,0.656,0.0754,1
삼성적자 인가요?,삼성적자 인가요,삼성적자 인가요?,2024-12-02T09:27:30+09:00,0.0801,0.8861,0.0338,1
"58800에 매수걸었는데 그냥 쭈욱 올라가버리네요
결론 못삼",58800에 매수걸었는데 그냥 쭈욱 올라가버리네요 결론 못삼,58800에 매수걸었는데 그냥 쭈욱 올라가버리네요 결론 못삼,2024-11-01T09:06:39+09:00,0.2494,0.1509,0.5998,2
나락인가,나락인가,나락인가,2024-10-10T10:29:29+09:00,0.3614,0.4047,0.2339,1
"남의 주식을 팔아라, 말아라 말들이 많아. ㅋㅋ",남의 주식을 팔아라 말아라 말들이 많아,"남의 주식을 팔아라, 말아라 말들이 많아. ㅋㅋ",2024-10-23T15:32:04+09:00,0.1669,0.7868,0.0463,1
파운드리 패키징 믿고 간다.,파운드리 패키징 믿고 간다,파운드리 패키징 믿고 간다.,2023-07-07T10:18:42+09:00,0.0986,0.639,0.2624,1
하루 -2000 되는 등차수열인겨?,하루 2000 되는 등차수열인겨,하루 2000 되는 등차수열인겨?,2024-11-12T15:38:10+09:00,0.0737,0.8263,0.1,1
5만2천원 아래로 좀 가자 물좀타게~~~,5만2천원 아래로 좀 가자 물좀타게,5만2천원 아래로 좀 가자 물좀타게,2025-03-14T11:50:03+09:00,0.047,0.1938,0.7592,2
4분기에는 오를거라 믿기에,4분기에는 오를거라 믿기에,4분기에는 오를거라 믿기에,2023-10-06T17:18:30+09:00,0.2289,0.4805,0.2907,1
아싸~~1700원만 더 올라라~~~~팔게,아싸1700원만 더 올라라팔게,아싸1700원만 더 올라라팔게,2025-03-17T10:28:25+09:00,0.1646,0.3183,0.5171,2
그냥 1-2%먹는게 좋은종목,그냥 12먹는게 좋은종목,그냥 12먹는게 좋은종목,2024-01-20T18:10:49+09:00,0.0609,0.8978,0.0413,1
우와...,우와,우와...,2024-11-14T16:34:17+09:00,0.0194,0.9651,0.0155,1
"신고수량 백만주 
백만주 풀매수해라
쪼잔하게 조금사지말고ㅋㅋ
굿굿
외국인 파는만큼만 사자ㅋㅋ",신고수량 백만주 백만주 풀매수해라 쪼잔하게 조금사지말고 굿굿 외국인 파는만큼만 사자,신고수량 백만주 백만주 풀매수해라 쪼잔하게 조금사지말고ㅋㅋ 굿굿 외국인 파는만큼만 사자ㅋㅋ,2024-11-19T23:56:15+09:00,0.2785,0.172,0.5495,2
기관이 진짜 애쓰네  국민연금 꼬라박는건가 ㅋㅋ,기관이 진짜 애쓰네 국민연금 꼬라박는건가,기관이 진짜 애쓰네 국민연금 꼬라박는건가 ㅋㅋ,2024-12-09T10:29:36+09:00,0.213,0.7188,0.0682,1
"사실 삼전 주가 상승은 제 손에 달렸습니다...
제가 팔까요? 팔면 오르던데요",사실 삼전 주가 상승은 제 손에 달렸습니다 제가 팔까요 팔면 오르던데요,사실 삼전 주가 상승은 제 손에 달렸습니다... 제가 팔까요? 팔면 오르던데요,2024-10-25T11:19:04+09:00,0.3304,0.3917,0.2778,1
대박,대박,대박,2024-10-29T10:29:07+09:00,0.0341,0.9048,0.0611,1
ㅋㅋ,,ㅋㅋ,2024-12-14T00:32:27+09:00,0.0291,0.958,0.0129,1
미쳐버리겠당,미쳐버리겠당,미쳐버리겠당,2024-09-23T10:47:35+09:00,0.1242,0.7824,0.0934,1
아직도 모르겠습니까..?,아직도 모르겠습니까,아직도 모르겠습니까..?,2024-10-25T14:19:35+09:00,0.0507,0.9288,0.0204,1
55~56에 매수하라,5556에 매수하라,5556에 매수하라,2024-10-24T15:18:42+09:00,0.1215,0.1273,0.7512,2
양전이 된다고?,양전이 된다고,양전이 된다고?,2024-11-25T11:05:38+09:00,0.063,0.7982,0.1388,1
"개인물량을 털어내야 삼성은 올라갑니다
개인물량이 너무많아 그간 계속횡보했으니
어느정도는  털어내면서  이젠올라가야죠^^",개인물량을 털어내야 삼성은 올라갑니다 개인물량이 너무많아 그간 계속횡보했으니 어느정도는 털어내면서 이젠올라가야죠,개인물량을 털어내야 삼성은 올라갑니다 개인물량이 너무많아 그간 계속횡보했으니 어느정도는 털어내면서 이젠올라가야죠,2024-03-21T11:07:22+09:00,0.2447,0.2154,0.54,2
"주식수가 너무 많은거지
무지하게  사고 팔아도 찔끔찔끔 왔다갔다하지",주식수가 너무 많은거지 무지하게 사고 팔아도 찔끔찔끔 왔다갔다하지,주식수가 너무 많은거지 무지하게 사고 팔아도 찔끔찔끔 왔다갔다하지,2025-02-26T13:54:44+09:00,0.3191,0.5006,0.1802,1
쏘리질러 3만가서 상폐가즈아,쏘리질러 3만가서 상폐가즈아,쏘리질러 3만가서 상폐가즈아,2024-11-14T16:58:31+09:00,0.1001,0.1537,0.7461,2
다들 간다간다 하니까 팔아야 하나..,다들 간다간다 하니까 팔아야 하나,다들 간다간다 하니까 팔아야 하나..,2024-07-05T11:31:35+09:00,0.1722,0.3083,0.5196,2
9만전자를 향해,9만전자를 향해,9만전자를 향해,2024-03-26T10:18:59+09:00,0.031,0.8926,0.0763,1
갑니다,갑니다,갑니다,2024-11-13T13:53:58+09:00,0.0496,0.3792,0.5712,2
"삼전이 하락세이지만
지금보다 더 저점이 있을수도있지만
결론은 삼성이 망하면 우리나라도 망할거에여

지금은 비록 이런상황이지만,
분탕질하는 커뮤 무시하시구
저같은 주린이분들은 본인 신념대로 ㅎㅎ

많은것을 얻으려면 많은것을 잃으려는 리스크도 본인이 책임져야하니깐요 ㅎㅎ",삼전이 하락세이지만 지금보다 더 저점이 있을수도있지만 결론은 삼성이 망하면 우리나라도 망할거에여 지금은 비록 이런상황이지만 분탕질하는 커뮤 무시하시구 저같은 주린이분들은 본인 신념대로 많은것을 얻으려면 많은것을 잃으려는 리스크도 본인이 책임져야하니깐요,"삼전이 하락세이지만 지금보다 더 저점이 있을수도있지만 결론은 삼성이 망하면 우리나라도 망할거에여 지금은 비록 이런상황이지만, 분탕질하는 커뮤 무시하시구 저같은 주린이분들은 본인 신념대로 ㅎㅎ 많은것을 얻으려면 많은것을 잃으려는 리스크도 본인이 책임져야하니깐요 ㅎㅎ",2024-10-09T01:32:46+09:00,0.295,0.4342,0.2708,1
"무슨 일 인가요?
하락만 보다 상승이라니 오예~~~",무슨 일 인가요 하락만 보다 상승이라니 오예,무슨 일 인가요? 하락만 보다 상승이라니 오예,2025-02-06T16:29:32+09:00,0.354,0.3221,0.3239,0
나보다 주식잘하는분,나보다 주식잘하는분,나보다 주식잘하는분,2024-12-17T09:12:51+09:00,0.0635,0.8745,0.062,1
개노답 또 53갈듯,개노답 또 53갈듯,개노답 또 53갈듯,2025-02-27T17:22:31+09:00,0.1026,0.8314,0.0661,1
"이아이는
어디까지떨어져?? 삼성이 왜 전자를 포기하지?",이아이는 어디까지떨어져 삼성이 왜 전자를 포기하지,이아이는 어디까지떨어져?? 삼성이 왜 전자를 포기하지?,2024-12-02T09:07:10+09:00,0.1504,0.8022,0.0474,1
"삼전 오른던 내리던  존버~  
5층가면 줍줍~ 
 배당소식보고 왔어요^^",삼전 오른던 내리던 존버 5층가면 줍줍 배당소식보고 왔어요,삼전 오른던 내리던 존버 5층가면 줍줍 배당소식보고 왔어요,2023-07-28T09:53:27+09:00,0.3225,0.2335,0.4439,2
시체가 꿈틀 ㅋㅋㅋㅋㅋ,시체가 꿈틀,시체가 꿈틀 ㅋㅋㅋㅋㅋ,2024-11-14T10:12:44+09:00,0.0742,0.8846,0.0412,1
덩치가 있는데 하닉이랑 같은 퍼센트로 떨어지네 ;;,덩치가 있는데 하닉이랑 같은 퍼센트로 떨어지네,덩치가 있는데 하닉이랑 같은 퍼센트로 떨어지네,2024-09-09T09:38:29+09:00,0.1961,0.6959,0.108,1
오오~,오오,오오,2024-06-14T09:43:29+09:00,0.0308,0.9339,0.0353,1
음 고민이네 ㅋㅋ,음 고민이네,음 고민이네 ㅋㅋ,2024-05-30T10:59:04+09:00,0.0386,0.9398,0.0216,1
오를거예요,오를거예요,오를거예요,2024-02-15T12:43:34+09:00,0.1664,0.4464,0.3872,1
"56
56
56
56",56 56 56 56,56 56 56 56,2025-02-10T15:10:06+09:00,0.0317,0.9416,0.0267,1
이걸 말아올리네,이걸 말아올리네,이걸 말아올리네,2024-02-29T15:45:36+09:00,0.091,0.8145,0.0945,1
좋은소식이 나올것 같았습니다.,좋은소식이 나올것 같았습니다,좋은소식이 나올것 같았습니다.,2024-05-23T12:19:59+09:00,0.0838,0.7086,0.2076,1
6만떨어지면 다시 사줄께~,6만떨어지면 다시 사줄께,6만떨어지면 다시 사줄께,2023-11-03T11:20:35+09:00,0.12,0.6627,0.2173,1
외인들 야금야금 팔고있네ㅡㅡ,외인들 야금야금 팔고있네,외인들 야금야금 팔고있네ㅡㅡ,2024-11-15T09:29:01+09:00,0.1241,0.8491,0.0268,1
와!  여인들  드디어  들어오네,와 여인들 드디어 들어오네,와! 여인들 드디어 들어오네,2024-10-14T09:03:10+09:00,0.0689,0.8279,0.1032,1
국장을 지금 상황에서한다는 거 자체가 잘못 아닐까요?,국장을 지금 상황에서한다는 거 자체가 잘못 아닐까요,국장을 지금 상황에서한다는 거 자체가 잘못 아닐까요?,2024-11-13T13:51:34+09:00,0.1175,0.8482,0.0343,1
지금 조금씩 매수를 하는게 맞을까요..?,지금 조금씩 매수를 하는게 맞을까요,지금 조금씩 매수를 하는게 맞을까요..?,2024-09-30T14:05:07+09:00,0.2727,0.2535,0.4738,2
자~ 드가자,자 드가자,자 드가자,2024-12-20T14:00:57+09:00,0.0297,0.0848,0.8855,2
오늘 하닉도문제지만 ASML말들어보면 삼성이 더문제인데...,오늘 하닉도문제지만 ASML말들어보면 삼성이 더문제인데,오늘 하닉도문제지만 ASML말들어보면 삼성이 더문제인데...,2024-10-16T08:02:11+09:00,0.1454,0.8102,0.0443,1
단타지ㅋㅋ,단타지,단타지ㅋㅋ,2024-12-17T14:05:42+09:00,0.0383,0.9153,0.0465,1
다들 화이팅 하세요,다들 화이팅 하세요,다들 화이팅 하세요,2024-12-03T23:22:58+09:00,0.0424,0.7823,0.1753,1
.,,.,2025-01-15T14:05:22+09:00,0.0336,0.9538,0.0125,1
징하다,징하다,징하다,2024-11-12T13:48:00+09:00,0.0445,0.9373,0.0182,1
좀 오르면 팔아라.,좀 오르면 팔아라,좀 오르면 팔아라.,2024-09-12T09:34:15+09:00,0.1705,0.3255,0.504,2
"마지막에개관이막던젔네,, 
나쁜새니들",마지막에개관이막던젔네 나쁜새니들,"마지막에개관이막던젔네,, 나쁜새니들",2024-06-25T15:42:16+09:00,0.1735,0.7443,0.0821,1
금요일이라 쭉 떨구고 마감하겠네... 하....,금요일이라 쭉 떨구고 마감하겠네 하,금요일이라 쭉 떨구고 마감하겠네... 하....,2024-11-29T12:30:36+09:00,0.1424,0.7128,0.1447,1
다올라라..,다올라라,다올라라..,2024-06-12T11:01:13+09:00,0.0744,0.1409,0.7848,2
오늘 4.9에 도착할듯?,오늘 49에 도착할듯,오늘 4.9에 도착할듯?,2025-01-31T13:38:11+09:00,0.0586,0.8489,0.0925,1
사장단 임명 번복하고 쳐내야 하는 애들 쳐내지 않는 이상 외인 안돌아옴 ㅋㅋㅋ 즉 미래가 없다. 내가 아무리 주주래도 아닌건 아닌거다. 단념하세요. 추후 만약에 엔비디아 납품이라는 혹시 모를일이 생기면 좀 오를테니 그때 도망가세요,사장단 임명 번복하고 쳐내야 하는 애들 쳐내지 않는 이상 외인 안돌아옴 즉 미래가 없다 내가 아무리 주주래도 아닌건 아닌거다 단념하세요 추후 만약에 엔비디아 납품이라는 혹시 모를일이 생기면 좀 오를테니 그때 도망가세요,사장단 임명 번복하고 쳐내야 하는 애들 쳐내지 않는 이상 외인 안돌아옴 ㅋㅋㅋ 즉 미래가 없다. 내가 아무리 주주래도 아닌건 아닌거다. 단념하세요. 추후 만약에 엔비디아 납품이라는 혹시 모를일이 생기면 좀 오를테니 그때 도망가세요,2024-11-29T09:25:40+09:00,0.2852,0.4598,0.255,1
나라가 경제 파국이다.,나라가 경제 파국이다,나라가 경제 파국이다.,2024-09-10T10:33:16+09:00,0.2435,0.6679,0.0885,1
"언젠가,,",언젠가,"언젠가,,",2024-07-11T11:04:38+09:00,0.0479,0.9334,0.0186,1
이쯤되면 상호명이 삼만전자 아니냐,이쯤되면 상호명이 삼만전자 아니냐,이쯤되면 상호명이 삼만전자 아니냐,2025-02-03T13:09:00+09:00,0.0597,0.9093,0.031,1
"이제 곧 퇴근이네요~
즐건 주말 되세요~",이제 곧 퇴근이네요 즐건 주말 되세요,이제 곧 퇴근이네요 즐건 주말 되세요,2024-03-22T15:38:35+09:00,0.061,0.8616,0.0774,1
레전드네,레전드네,레전드네,2024-09-19T10:39:23+09:00,0.0418,0.8979,0.0604,1
가겠냐ㅋㅋㅋ,가겠냐,가겠냐ㅋㅋㅋ,2025-02-06T11:47:32+09:00,0.0593,0.8925,0.0482,1
공시하나띠워라...,공시하나띠워라,공시하나띠워라...,2024-09-13T09:58:40+09:00,0.0604,0.8658,0.0738,1
아.,아,아.,2023-06-08T09:35:47+09:00,0.0331,0.9539,0.013,1
오늘 어디까지 영차하려나~ 기대된다,오늘 어디까지 영차하려나 기대된다,오늘 어디까지 영차하려나 기대된다,2023-06-29T09:09:29+09:00,0.095,0.5363,0.3687,1
하닉 매출도 같이 올라가는 소리 여까지 들린다~,하닉 매출도 같이 올라가는 소리 여까지 들린다,하닉 매출도 같이 올라가는 소리 여까지 들린다,2024-05-23T08:16:52+09:00,0.2506,0.6146,0.1349,1
"오너일가 담보 63을 얼마나 넘을까?
담보 해결하고 바로 꼴아박진 않겠지?",오너일가 담보 63을 얼마나 넘을까 담보 해결하고 바로 꼴아박진 않겠지,오너일가 담보 63을 얼마나 넘을까? 담보 해결하고 바로 꼴아박진 않겠지?,2025-03-21T10:47:32+09:00,0.1739,0.7427,0.0834,1
내일도 추세 전환은 없다 완전 물렸다,내일도 추세 전환은 없다 완전 물렸다,내일도 추세 전환은 없다 완전 물렸다,2024-11-11T18:04:25+09:00,0.3037,0.5707,0.1256,1
"자들어오세요 이제
5만깨고 4만자리잡아요",자들어오세요 이제 5만깨고 4만자리잡아요,자들어오세요 이제 5만깨고 4만자리잡아요,2024-12-02T11:13:25+09:00,0.1211,0.6442,0.2347,1
3만 8천 첫진입 들어갑니다!,3만 8천 첫진입 들어갑니다,3만 8천 첫진입 들어갑니다!,2025-01-31T09:43:25+09:00,0.0774,0.3096,0.613,2
믿음이 부족한 개미들은 내려라,믿음이 부족한 개미들은 내려라,믿음이 부족한 개미들은 내려라,2024-02-05T13:53:01+09:00,0.2305,0.6617,0.1078,1
6만에 입 벌리고 있다 못 먹는 블랙두루미들 읎제??,6만에 입 벌리고 있다 못 먹는 블랙두루미들 읎제,6만에 입 벌리고 있다 못 먹는 블랙두루미들 읎제??,2024-08-19T14:45:12+09:00,0.1141,0.8427,0.0431,1
ㅜ,,ㅜ,2025-01-17T15:20:09+09:00,0.0398,0.9442,0.016,1
우짜노…,우짜노,우짜노,2024-11-11T17:51:35+09:00,0.0743,0.8998,0.0258,1
왜이랴...,왜이랴,왜이랴...,2024-11-15T10:47:27+09:00,0.045,0.9416,0.0134,1
장기투자,장기투자,장기투자,2024-05-07T15:43:01+09:00,0.1186,0.7273,0.1541,1
도대체 삼전은 왜 10 만 갈만한 호재인대 하루에 1~2%식 꾸준히 내려가는거보면 시체가 너무 많은건가...,도대체 삼전은 왜 10 만 갈만한 호재인대 하루에 12식 꾸준히 내려가는거보면 시체가 너무 많은건가,도대체 삼전은 왜 10 만 갈만한 호재인대 하루에 12식 꾸준히 내려가는거보면 시체가 너무 많은건가...,2025-01-15T15:11:35+09:00,0.1885,0.556,0.2555,1
다시 진입각 보겠습니다,다시 진입각 보겠습니다,다시 진입각 보겠습니다,2024-05-07T12:15:55+09:00,0.0969,0.6626,0.2405,1
1주만 팔아본다~,1주만 팔아본다,1주만 팔아본다,2025-02-19T12:41:45+09:00,0.119,0.6674,0.2136,1
종가,종가,종가,2025-03-20T13:24:52+09:00,0.0792,0.8893,0.0315,1
외인 기관이 저렇게 빨아들이는데 이 정도인거면 참..,외인 기관이 저렇게 빨아들이는데 이 정도인거면 참,외인 기관이 저렇게 빨아들이는데 이 정도인거면 참..,2023-09-15T13:16:12+09:00,0.1468,0.8097,0.0435,1
치킨 먹구 가요,치킨 먹구 가요,치킨 먹구 가요,2024-05-07T14:04:17+09:00,0.0549,0.8986,0.0465,1
하닉은 작살났지만 넌그래도 덜작살났어,하닉은 작살났지만 넌그래도 덜작살났어,하닉은 작살났지만 넌그래도 덜작살났어,2024-08-08T13:43:03+09:00,0.3597,0.5548,0.0856,1
ㅋㅋㅋ,,ㅋㅋㅋ,2024-10-28T14:37:45+09:00,0.0291,0.9576,0.0133,1
"힘내자 삼전아
너도 나도",힘내자 삼전아 너도 나도,힘내자 삼전아 너도 나도,2024-08-23T10:54:33+09:00,0.0476,0.7376,0.2148,1
"참담한현실 부정할수없어 묵히고 
안보고 살아야겠네 내년까지는 
존버뿐이네~",참담한현실 부정할수없어 묵히고 안보고 살아야겠네 내년까지는 존버뿐이네,참담한현실 부정할수없어 묵히고 안보고 살아야겠네 내년까지는 존버뿐이네,2024-10-14T19:45:21+09:00,0.2131,0.6436,0.1433,1
힘아리가 없네 😭,힘아리가 없네,힘아리가 없네,2024-07-16T10:44:59+09:00,0.0629,0.9087,0.0284,1
훅 떨어지면 다시 오겠습니다,훅 떨어지면 다시 오겠습니다,훅 떨어지면 다시 오겠습니다,2023-06-07T09:25:18+09:00,0.1381,0.5299,0.332,1
"세상의 기운이 한국으로 온다 이제 미장은 떨어지고 국장은 올라간다 ( 상상만 합니다. 다들 힘내세요 )

저평가 국장 이제 좀 가보자",세상의 기운이 한국으로 온다 이제 미장은 떨어지고 국장은 올라간다 상상만 합니다 다들 힘내세요 저평가 국장 이제 좀 가보자,세상의 기운이 한국으로 온다 이제 미장은 떨어지고 국장은 올라간다 상상만 합니다. 다들 힘내세요 저평가 국장 이제 좀 가보자,2024-12-12T22:48:22+09:00,0.1653,0.201,0.6337,2
가즈아!!!!!!!!,가즈아,가즈아!!!!!!!!,2024-06-14T09:02:35+09:00,0.0256,0.0633,0.9112,2
"나 지금 21살인데 내년에 군대 들어간다음에 군대 전역할때쯤이면 7만원 넘어있겠지?
평단 지금 6만9천원임 ㅋㅅㅋ",나 지금 21살인데 내년에 군대 들어간다음에 군대 전역할때쯤이면 7만원 넘어있겠지 평단 지금 6만9천원임,나 지금 21살인데 내년에 군대 들어간다음에 군대 전역할때쯤이면 7만원 넘어있겠지? 평단 지금 6만9천원임 ㅋㅅㅋ,2024-10-29T09:26:39+09:00,0.1082,0.8072,0.0847,1
빵애에요,빵애에요,빵애에요,2025-01-16T18:30:02+09:00,0.0285,0.9318,0.0396,1
10시시작 수능,10시시작 수능,10시시작 수능,2024-11-14T09:24:25+09:00,0.0834,0.6922,0.2244,1
너무 안올라서 익절,너무 안올라서 익절,너무 안올라서 익절,2024-04-24T12:10:53+09:00,0.1814,0.5971,0.2215,1
"조직개편 쓰,레기.같이함",조직개편 쓰레기같이함,"조직개편 쓰,레기.같이함",2024-11-27T13:24:01+09:00,0.1386,0.813,0.0484,1
"외국인 형님들이 이정도로 삼전에 진심모드일때가
5,6,7월임 다음주 안에 7만5천 못가면
7만3000까진 가더라도 비슷한 흐름으로
7만이 저가 7만3천이 고가로 본다

근데 그게 아니라 삼전이9만전자 시동을
슬슬 거는거라면 슬슬 연말도 다가오고
25년에 9만 갈것같다는 전망이 많은데

모든 주식이 그런건 아니지만 삼전같은 네임밸류가9만 가능성이 2년뒤 있다 이러면
보통은 1년전부터 가격 올리긴 하더라
몇달 안남았을때 팍 오르는게 아니라",외국인 형님들이 이정도로 삼전에 진심모드일때가 567월임 다음주 안에 7만5천 못가면 7만3000까진 가더라도 비슷한 흐름으로 7만이 저가 7만3천이 고가로 본다 근데 그게 아니라 삼전이9만전자 시동을 슬슬 거는거라면 슬슬 연말도 다가오고 25년에 9만 갈것같다는 전망이 많은데 모든 주식이 그런건 아니지만 삼전같은 네임밸류가9만 가능성이 2년뒤 있다 이러면 보통은 1년전부터 가격 올리긴 하더라 몇달 안남았을때 팍 오르는게 아니라,"외국인 형님들이 이정도로 삼전에 진심모드일때가 5,6,7월임 다음주 안에 7만5천 못가면 7만3000까진 가더라도 비슷한 흐름으로 7만이 저가 7만3천이 고가로 본다 근데 그게 아니라 삼전이9만전자 시동을 슬슬 거는거라면 슬슬 연말도 다가오고 25년에 9만 갈것같다는 전망이 많은데 모든 주식이 그런건 아니지만 삼전같은 네임밸류가9만 가능성이 2년뒤 있다 이러면 보통은 1년전부터 가격 올리긴 하더라 몇달 안남았을때 팍 오르는게 아니라",2023-11-16T15:55:47+09:00,0.2393,0.2403,0.5204,2
이젠 이기회 다시 오지 않아 삼전 기대한다,이젠 이기회 다시 오지 않아 삼전 기대한다,이젠 이기회 다시 오지 않아 삼전 기대한다,2024-11-08T15:22:12+09:00,0.1418,0.3831,0.475,2
쭉쭉 떨어져라,쭉쭉 떨어져라,쭉쭉 떨어져라,2024-10-24T11:05:51+09:00,0.1408,0.1431,0.7161,2
진짜...나락이다 임마,진짜나락이다 임마,진짜...나락이다 임마,2024-11-12T17:11:42+09:00,0.2977,0.5344,0.1679,1
머리들고 쭉쭉 올라가자,머리들고 쭉쭉 올라가자,머리들고 쭉쭉 올라가자,2025-01-06T12:43:14+09:00,0.0538,0.1102,0.836,2
4만기다리고있다.,4만기다리고있다,4만기다리고있다.,2025-01-06T14:20:18+09:00,0.0872,0.8298,0.0829,1
"오늘조차 못오르면 진짜 지옥 시작이다..
반등자리긴한데",오늘조차 못오르면 진짜 지옥 시작이다 반등자리긴한데,오늘조차 못오르면 진짜 지옥 시작이다.. 반등자리긴한데,2024-11-13T09:00:43+09:00,0.2765,0.2387,0.4848,2
정말 x같네,정말 x같네,정말 x같네,2024-11-14T21:07:05+09:00,0.0535,0.9237,0.0227,1
4만대 찍었구나 이때라도 손절해서 다행이다..,4만대 찍었구나 이때라도 손절해서 다행이다,4만대 찍었구나 이때라도 손절해서 다행이다..,2024-11-14T16:41:53+09:00,0.2397,0.5536,0.2067,1
빨리 손절 인증들 올려주세요 그래야 삼전 올라갈 가능성이 생깁니다,빨리 손절 인증들 올려주세요 그래야 삼전 올라갈 가능성이 생깁니다,빨리 손절 인증들 올려주세요 그래야 삼전 올라갈 가능성이 생깁니다,2024-11-13T16:37:56+09:00,0.2569,0.1563,0.5868,2
의원이 인버스 하라고한 이유가 있었던거임. 말이 헛나온게 들은게 있어서,의원이 인버스 하라고한 이유가 있었던거임 말이 헛나온게 들은게 있어서,의원이 인버스 하라고한 이유가 있었던거임. 말이 헛나온게 들은게 있어서,2024-12-03T23:48:47+09:00,0.1855,0.7465,0.068,1
심하군,심하군,심하군,2024-11-13T10:33:14+09:00,0.0339,0.9507,0.0154,1
삼만전자인줄 알았는대 그것보다 더 내려 갈수도,삼만전자인줄 알았는대 그것보다 더 내려 갈수도,삼만전자인줄 알았는대 그것보다 더 내려 갈수도,2024-11-20T14:41:22+09:00,0.2351,0.6317,0.1331,1
내려와 넌 7만전자가  어울려 어디8만을  넘보나,내려와 넌 7만전자가 어울려 어디8만을 넘보나,내려와 넌 7만전자가 어울려 어디8만을 넘보나,2024-06-18T14:23:47+09:00,0.1227,0.7498,0.1275,1
